순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수(천주),외국인 보유주식수,외국인 지분율(%),총카운트
1831,078650,코렌,"1,565","5","0.3","1,052,494","1,627,114,200","1,470","1,620","1,470","47,061,852,115","0.00","30,071,471",,,
1832,900180,완리,"436","-8","-1.8","5,531,071","2,484,571,996","430","475","420","46,926,768,944","0.00","107,630,204",,,
1833,072770,네오디안테크놀로지,"1,320","-15","-1.1","100,902","131,728,745","1,325","1,340","1,290","46,772,824,560","0.00","35,433,958",,,
1834,108675,LG하우시스우,"45,200","-1,050","-2.3","1,038","47,041,050","45,600","45,600","45,150","46,661,316,000","0.00","1,032,330",,,
1835,237720,케이엠제약,"20,800","0","0.0","0","0","0","0","0","46,659,350,400","0.00","2,243,238",,,
1836,002680,한탑,"2,240","-160","-6.7","273,368","637,215,820","2,390","2,445","2,240","46,592,000,000","0.00","20,800,000",,,
1837,059100,아이컴포넌트,"6,580","-70","-1.0","26,217","171,558,700","6,640","6,640","6,470","46,526,258,800","0.00","7,070,860",,,
1838,033430,디에스티,"5,030","0","0.0","0","0","0","0","0","46,518,139,170","0.00","9,248,139",,,
1839,033110,이디,"855","-35","-3.9","9,675,708","8,795,048,186","860","998","850","46,376,343,135","0.00","54,241,337",,,
1840,020180,대신정보통신,"1,205","-45","-3.6","846,564","1,031,394,275","1,210","1,250","1,200","46,306,842,575","0.00","38,428,915",,,
1841,044180,KD건설,"130","-6","-4.4","13,858,535","1,830,115,506","135","135","129","46,239,922,820","0.00","355,691,714",,,
1842,106080,알비케이이엠디,"553","-15","-2.6","1,191,497","655,033,404","566","575","543","46,205,686,611","0.00","83,554,587",,,
1843,126640,화신정공,"1,265","-30","-2.3","222,675","281,406,985","1,275","1,290","1,250","46,012,967,055","0.00","36,373,887",,,
1844,045890,DB라이텍,"1,740","-10","-0.6","194,515","338,584,565","1,720","1,790","1,705","45,857,727,840","0.00","26,355,016",,,
1845,010660,화천기계,"20,800","-300","-1.4","1,723","36,131,900","21,050","21,200","20,800","45,760,000,000","0.00","2,200,000",,,
1846,081150,티플랙스,"1,885","-105","-5.3","250,417","474,682,900","1,960","1,960","1,855","45,745,937,770","0.00","24,268,402",,,
1847,250060,모비스,"1,620","-30","-1.8","114,759","185,106,995","1,650","1,650","1,605","45,733,291,740","0.00","28,230,427",,,
1848,123750,알톤스포츠,"3,585","-155","-4.1","20,109","72,623,930","3,740","3,740","3,540","45,695,474,745","0.00","12,746,297",,,
1849,100660,서암기계공업,"3,625","-120","-3.2","116,634","428,241,120","3,705","3,790","3,600","45,675,000,000","0.00","12,600,000",,,
1850,225590,패션플랫폼,"2,010","-50","-2.4","181,830","366,098,315","2,010","2,045","1,985","45,639,663,000","0.00","22,706,300",,,
1851,089150,케이씨티,"2,660","-190","-6.7","222,390","602,648,530","2,840","2,840","2,660","45,619,000,000","0.00","17,150,000",,,
1852,039310,세중,"2,510","-140","-5.3","101,788","262,079,565","2,640","2,650","2,510","45,485,384,170","0.00","18,121,667",,,
1853,013000,세우글로벌,"1,915","-135","-6.6","668,786","1,314,807,935","1,975","2,030","1,910","45,367,700,075","0.00","23,690,705",,,
1854,054940,엑사이엔씨,"1,365","-70","-4.9","215,086","298,521,980","1,420","1,430","1,365","45,281,893,020","0.00","33,173,548",,,
1855,033310,디케이디앤아이,"2,060","-55","-2.6","87,218","177,812,695","2,115","2,115","2,000","45,263,166,660","0.00","21,972,411",,,
1856,062860,티엘아이,"4,555","-165","-3.5","46,244","212,916,390","4,720","4,720","4,535","44,970,239,600","0.00","9,872,720",,,
1857,048830,엔피케이,"2,400","-95","-3.8","352,408","853,260,115","2,440","2,510","2,340","44,937,415,200","0.00","18,723,923",,,
1858,009140,경인전자,"28,550","-950","-3.2","2,707","78,228,300","29,500","30,000","28,550","44,846,254,350","0.00","1,570,797",,,
1859,106520,디지탈옵틱,"1,305","70","5.7","2,496,926","3,353,082,490","1,185","1,435","1,185","44,816,475,735","0.00","34,342,127",,,
1860,008470,부스타,"5,330","-250","-4.5","54,335","293,633,210","5,470","5,530","5,270","44,797,584,000","0.00","8,404,800",,,
1861,170790,파이오링크,"6,530","-320","-4.7","15,507","103,496,110","6,850","6,850","6,510","44,771,834,900","0.00","6,856,330",,,
1862,000105,유한양행우,"189,500","2,500","1.3","51","9,515,000","186,500","190,500","186,000","44,757,626,000","0.00","236,188",,,
1863,002410,범양건영,"1,880","-70","-3.6","82,590","157,976,025","1,900","1,985","1,880","44,686,838,600","0.00","23,769,595",,,
1864,089890,고려반도체,"5,300","30","0.6","19,206","100,328,040","5,250","5,380","5,050","44,658,404,200","0.00","8,426,114",,,
1865,027970,세하,"1,510","-30","-2.0","90,307","137,445,470","1,520","1,545","1,505","44,640,125,470","0.00","29,562,997",,,
1866,174880,장원테크,"7,360","-10","-0.1","13,020","94,671,970","7,370","7,430","7,220","44,491,200,000","0.00","6,045,000",,,
1867,075970,동국알앤에스,"2,415","-85","-3.4","162,850","397,781,820","2,460","2,495","2,400","44,436,000,000","0.00","18,400,000",,,
1868,094940,푸른기술,"6,750","-220","-3.2","328,874","2,266,268,540","6,790","7,130","6,670","44,375,863,500","0.00","6,574,202",,,
1869,153490,우리이앤엘,"888","2","0.2","100,228","88,685,677","900","900","877","44,311,200,000","0.00","49,900,000",,,
1870,093230,이아이디,"361","-3","-0.8","1,510,880","552,977,426","363","375","361","44,291,152,814","0.00","122,690,174",,,
1871,012620,원일특강,"10,000","-250","-2.4","12,125","121,352,780","10,250","10,250","9,960","44,000,000,000","0.00","4,400,000",,,
1872,046310,백금T&A,"3,065","-160","-5.0","657,959","2,068,543,765","3,130","3,230","3,045","43,871,643,750","0.00","14,313,750",,,
1873,032080,아즈텍WB,"2,095","-100","-4.6","118,294","251,054,355","2,140","2,170","2,060","43,820,452,980","0.00","20,916,684",,,
1874,284420,휴럼,"12,000","-500","-4.0","2,550","30,275,000","11,800","12,000","11,500","43,748,280,000","0.00","3,645,690",,,
1875,005670,푸드웰,"5,450","-130","-2.3","39,750","213,276,110","5,400","5,490","5,300","43,600,000,000","0.00","8,000,000",,,
1876,219130,타이거일렉,"6,900","-240","-3.4","197,981","1,364,087,430","6,950","7,050","6,790","43,568,601,000","0.00","6,314,290",,,
1877,019770,서연탑메탈,"3,725","-280","-7.0","204,077","785,580,455","4,000","4,000","3,700","43,396,250,000","0.00","11,650,000",,,
1878,013310,아진산업,"3,270","-220","-6.3","166,455","564,447,830","3,400","3,480","3,260","43,233,968,190","0.00","13,221,397",,,
1879,002710,TCC동양,"1,935","-45","-2.3","159,122","320,496,455","1,990","2,065","1,930","43,232,737,500","0.00","22,342,500",,,
1880,123260,사파이어테크놀로지,"1,835","-150","-7.6","480,405","905,151,815","1,985","1,985","1,800","43,210,156,115","0.00","23,547,769",,,
1881,242420,본느,"13,300","0","0.0","0","0","0","0","0","43,127,910,000","0.00","3,242,700",,,
1882,057030,와이비엠넷,"2,640","-60","-2.2","58,965","155,699,920","2,715","2,715","2,600","43,065,520,080","0.00","16,312,697",,,
1883,007770,한일화학,"12,250","-250","-2.0","3,597","44,248,450","12,400","12,400","12,150","42,997,500,000","0.00","3,510,000",,,
1884,130500,GH신소재,"3,900","-75","-1.9","102,246","402,377,980","3,850","4,020","3,840","42,900,000,000","0.00","11,000,000",,,
1885,007280,한국특수형강,"2,380","20","0.8","531,098","1,246,652,430","2,285","2,425","2,210","42,889,689,640","0.00","18,020,878",,,
1886,010600,와이비로드,"2,805","-195","-6.5","297,498","865,805,215","2,895","3,045","2,805","42,775,924,620","0.00","15,249,884",,,
1887,016920,카스,"1,990","-20","-1.0","124,705","251,249,755","2,000","2,135","1,920","42,733,482,880","0.00","21,474,112",,,
1888,181340,이즈미디어,"6,060","120","2.0","22,641","134,195,460","5,850","6,100","5,760","42,693,306,000","0.00","7,045,100",,,
1889,900110,이스트아시아홀딩스,"461","-26","-5.3","660,172","307,394,711","481","481","461","42,672,617,130","0.00","92,565,330",,,
1890,113810,디젠스,"1,880","-140","-6.9","726,096","1,416,252,350","1,970","2,035","1,855","42,540,735,880","0.00","22,628,051",,,
1891,066790,씨씨에스,"503","-48","-8.7","2,513,301","1,310,823,934","510","545","500","42,385,966,505","0.00","84,266,335",,,
1892,083500,에프엔에스테크,"6,390","-180","-2.7","60,752","390,728,320","6,460","6,570","6,310","42,336,849,150","0.00","6,625,485",,,
1893,038110,에코플라스틱,"1,860","-10","-0.5","342,971","619,808,310","1,865","1,880","1,760","42,215,300,280","0.00","22,696,398",,,
1894,232530,이엠티,"4,200","100","2.4","311","1,238,200","4,000","4,200","3,980","42,188,176,800","0.00","10,044,804",,,
1895,234070,에이원알폼,"11,900","1,500","14.4","114","1,350,570","11,950","11,950","8,860","42,046,579,400","0.00","3,533,326",,,
1896,032860,GMR 머티리얼즈,"622","-17","-2.7","645,416","403,866,446","636","639","615","42,021,598,480","0.00","67,558,840",,,
1897,008110,대동전자,"4,000","-75","-1.8","4,044","16,214,420","4,090","4,120","4,000","41,961,788,000","0.00","10,490,447",,,
1898,056000,신스타임즈,"2,990","10","0.3","25,962","75,955,175","2,945","2,995","2,870","41,909,634,000","0.00","14,016,600",,,
1899,006050,국영지앤엠,"1,200","-45","-3.6","628,259","762,091,300","1,240","1,240","1,190","41,874,291,600","0.00","34,895,243",,,
1900,054930,유신,"13,950","-350","-2.4","9,267","129,868,350","14,650","14,700","13,800","41,850,000,000","0.00","3,000,000",,,
1901,032580,피델릭스,"2,030","-135","-6.2","111,013","229,951,590","2,150","2,150","2,020","41,751,564,190","0.00","20,567,273",,,
1902,104460,동양피엔에프,"3,890","-30","-0.8","13,376","52,072,280","3,920","4,000","3,830","41,676,001,250","0.00","10,713,625",,,
1903,051390,YW,"3,670","-100","-2.6","7,635","28,287,455","3,755","3,810","3,670","41,674,200,560","0.00","11,355,368",,,
1904,212560,네오오토,"5,290","-100","-1.9","61,788","330,684,820","5,390","5,470","5,270","41,658,554,270","0.00","7,874,963",,,
1905,015540,메디플란트,"9,570","-430","-4.3","144,319","1,427,170,910","9,970","10,500","9,540","41,612,589,810","0.00","4,348,233",,,
1906,155900,바다로19호,"2,725","5","0.2","6,385","17,254,835","2,700","2,730","2,700","41,420,010,900","0.00","15,200,004",,,
1907,014940,오리엔탈정공,"1,020","-45","-4.2","722,387","758,547,405","1,035","1,075","1,020","41,356,879,200","0.00","40,545,960",,,
1908,038340,UCI,"3,600","0","0.0","0","0","0","0","0","41,351,569,200","0.00","11,486,547",,,
1909,072990,에이치시티,"9,010","-310","-3.3","18,330","166,659,210","9,120","9,670","8,940","41,265,205,340","0.00","4,579,934",,,
1910,145270,케이탑리츠,"950","-24","-2.5","254,992","243,874,160","964","967","950","41,178,513,800","0.00","43,345,804",,,
1911,010580,지코,"815","-34","-4.0","498,919","414,897,086","848","849","815","41,174,952,410","0.00","50,521,414",,,
1912,131760,파인텍,"4,020","30","0.0","225,847","899,695,715","4,000","4,105","3,850","41,150,356,140","0.00","10,236,407",,,
1913,037400,우리조명,"1,650","-20","-1.2","132,587","218,610,120","1,615","1,685","1,615","41,123,520,900","0.00","24,923,346",,,
1914,030270,에스마크,"411","-31","-7.0","3,211,112","1,344,342,671","423","438","405","41,084,392,686","0.00","99,962,026",,,
1915,192390,윈하이텍,"4,160","-170","-3.9","52,026","218,392,060","4,280","4,330","4,130","41,030,450,240","0.00","9,863,089",,,
1916,024060,흥구석유,"2,730","15","0.6","13,371","36,135,020","2,715","2,730","2,690","40,950,000,000","0.00","15,000,000",,,
1917,086220,네추럴FNP,"4,400","30","0.0","5","22,000","4,400","4,400","4,400","40,936,469,200","0.00","9,303,743",,,
1918,096610,알에프세미,"5,040","-70","-1.4","18,399","92,423,910","5,110","5,140","4,990","40,929,688,800","0.00","8,120,970",,,
1919,176440,에이치엔티,"3,040","-100","-3.2","26,311","81,024,430","3,140","3,140","3,035","40,742,688,000","0.00","13,402,200",,,
1920,065420,에스아이리소스,"771","-29","-3.6","710,982","553,329,918","785","791","760","40,732,697,145","0.00","52,830,995",,,
1921,050320,에스아이티글로벌,"3,220","0","0.0","0","0","0","0","0","40,659,358,600","0.00","12,627,130",,,
1922,039670,스포츠서울,"1,315","25","1.9","643,276","824,100,690","1,275","1,350","1,240","40,463,861,055","0.00","30,770,997",,,
1923,062580,인산가,"9,190","-10","-0.1","210","1,891,900","9,000","9,190","9,000","40,436,000,000","0.00","4,400,000",,,
1924,052190,이에스에이,"2,690","0","0.0","0","0","0","0","0","40,107,238,260","0.00","14,909,754",,,
1925,121850,코이즈,"3,805","-105","-2.7","95,735","362,729,400","3,835","3,850","3,750","40,077,456,200","0.00","10,532,840",,,
1926,011390,부산산업,"37,800","-1,850","-4.7","4,376","169,053,150","39,150","40,000","37,300","39,916,800,000","0.00","1,056,000",,,
1927,009180,한솔로지스틱스,"2,420","-90","-3.6","446,804","1,077,207,920","2,460","2,490","2,300","39,875,368,500","0.00","16,477,425",,,
1928,189860,서전기전,"8,180","-620","-7.0","227,420","1,941,025,720","8,490","8,980","8,010","39,668,010,200","0.00","4,849,390",,,
1929,131220,대한과학,"5,440","-350","-6.0","74,847","416,942,260","5,690","5,700","5,440","39,470,920,960","0.00","7,255,684",,,
1930,196700,웹스,"5,750","230","4.2","383,826","2,150,683,630","5,470","5,760","5,350","39,383,118,500","0.00","6,849,238",,,
1931,009810,엔케이물산,"579","-21","-3.5","712,956","417,420,274","600","606","575","39,215,837,910","0.00","67,730,290",,,
1932,154030,아시아종묘,"4,245","-100","-2.3","221,216","940,113,615","4,320","4,345","4,200","39,119,963,055","0.00","9,215,539",,,
1933,220180,핸디소프트,"5,240","-130","-2.4","36,399","191,646,740","5,270","5,360","5,220","39,106,167,160","0.00","7,463,009",,,
1934,065770,CS,"2,075","-55","-2.6","55,656","113,774,255","2,050","2,115","2,000","39,082,936,250","0.00","18,835,150",,,
1935,019180,티에이치엔,"2,170","5","0.2","134,142","289,337,220","2,150","2,200","2,130","39,060,000,000","0.00","18,000,000",,,
1936,253840,수젠텍,"15,850","500","3.3","520","8,160,000","17,650","17,650","15,650","38,814,954,050","0.00","2,448,893",,,
1937,258610,이더블유케이,"5,240","-110","-2.1","41,010","216,497,170","5,300","5,410","5,190","38,676,146,560","0.00","7,380,944",,,
1938,035460,기산텔레콤,"2,650","-150","-5.4","144,960","393,336,845","2,700","2,795","2,650","38,629,951,000","0.00","14,577,340",,,
1939,006200,한국전자홀딩스,"824","-21","-2.5","114,036","95,075,568","844","845","821","38,565,784,064","0.00","46,803,136",,,
1940,069330,유아이디,"3,210","-70","-2.1","155,446","499,748,455","3,170","3,350","3,110","38,159,812,320","0.00","11,887,792",,,
1941,005030,부산주공,"1,405","-25","-1.8","1,564,028","2,310,952,775","1,370","1,570","1,370","38,061,268,755","0.00","27,089,871",,,
1942,053270,구영테크,"1,920","-35","-1.8","135,063","258,330,035","1,950","1,950","1,885","38,004,814,080","0.00","19,794,174",,,
1943,093640,다믈멀티미디어,"5,810","-1,020","-14.9","411,434","2,692,060,760","6,610","7,050","5,810","37,954,847,560","0.00","6,532,676",,,
1944,101670,코리아에스이,"2,005","-170","-7.8","2,993,600","6,145,326,440","2,100","2,140","1,960","37,894,500,000","0.00","18,900,000",,,
1945,079810,디이엔티,"4,220","-280","-6.2","30,743","132,096,490","4,220","4,440","4,220","37,893,616,600","0.00","8,979,530",,,
1946,038530,골드퍼시픽,"5,690","-110","-1.9","58,713","328,564,050","5,870","5,870","5,500","37,871,006,970","0.00","6,655,713",,,
1947,060480,국일신동,"3,400","-200","-5.6","176,362","607,115,370","3,525","3,565","3,350","37,706,000,000","0.00","11,090,000",,,
1948,003780,진양산업,"2,895","-135","-4.5","64,384","190,568,320","2,970","3,000","2,895","37,635,000,000","0.00","13,000,000",,,
1949,090740,연이정보통신,"2,335","-155","-6.2","178,493","424,663,575","2,375","2,490","2,305","37,360,000,000","0.00","16,000,000",,,
1950,072950,빛샘전자,"6,220","-280","-4.3","158,217","994,725,980","6,400","6,470","6,200","37,320,000,000","0.00","6,000,000",,,
1951,228180,티씨엠생명과학,"18,550","-150","-0.8","300","5,570,000","18,600","18,600","18,550","37,217,050,500","0.00","2,006,310",,,
1952,097800,윈팩,"1,090","-30","-2.7","346,783","376,641,475","1,115","1,115","1,070","37,159,427,620","0.00","34,091,218",,,
1953,030720,동원수산,"8,650","-280","-3.1","59,733","519,483,110","8,810","8,900","8,600","37,150,737,950","0.00","4,294,883",,,
1954,002290,삼일기업공사,"2,990","-80","-2.6","65,764","197,183,825","3,070","3,070","2,980","37,076,000,000","0.00","12,400,000",,,
1955,021650,한국큐빅,"2,535","-85","-3.2","102,013","262,037,430","2,585","2,610","2,520","36,985,650,000","0.00","14,590,000",,,
1956,134580,디엠티,"3,285","-20","-0.6","55,232","177,370,525","3,130","3,305","3,105","36,956,250,000","0.00","11,250,000",,,
1957,236340,메디젠휴먼케어,"15,950","-50","-0.3","2,367","37,858,500","16,000","16,100","15,950","36,763,027,400","0.00","2,304,892",,,
1958,067010,이씨에스,"4,895","-45","-0.9","37,541","183,200,355","4,905","4,935","4,860","36,712,500,000","0.00","7,500,000",,,
1959,008775,호텔신라우,"48,650","-1,150","-2.3","3,199","156,623,350","49,800","50,000","48,100","36,578,913,350","0.00","751,879",,,
1960,206950,볼빅,"9,100","-90","-1.0","5,343","48,665,540","9,000","9,190","9,000","36,491,000,000","0.00","4,010,000",,,
1961,006110,삼아알미늄,"3,315","-115","-3.4","7,989","26,708,890","3,430","3,495","3,315","36,465,000,000","0.00","11,000,000",,,
1962,115570,스타플렉스,"5,650","-30","-0.5","6,450","35,755,500","5,670","5,670","5,500","36,463,597,100","0.00","6,453,734",,,
1963,003680,한성기업,"6,650","-170","-2.5","5,362","36,058,200","6,860","6,860","6,650","36,428,374,150","0.00","5,477,951",,,
1964,033050,제이엠아이,"1,115","-30","-2.6","273,203","303,666,530","1,120","1,135","1,100","36,325,966,330","0.00","32,579,342",,,
1965,131400,액트,"2,085","-65","-3.0","84,965","178,301,635","2,125","2,150","2,060","36,209,700,855","0.00","17,366,763",,,
1966,038010,제일테크노스,"4,015","-35","-0.9","64,779","259,120,830","4,050","4,145","3,945","36,135,000,000","0.00","9,000,000",,,
1967,000440,중앙에너비스,"28,900","100","0.4","1,469","42,134,250","29,200","29,200","28,150","35,992,811,400","0.00","1,245,426",,,
1968,003925,남양유업우,"214,500","-1,500","-0.7","12","2,580,000","215,500","215,500","214,500","35,748,999,000","0.00","166,662",,,
1969,114190,웰크론강원,"2,330","-65","-2.7","30,364","71,204,870","2,395","2,395","2,330","35,539,559,900","0.00","15,253,030",,,
1970,004920,씨아이테크,"793","1","0.1","572,800","451,434,196","789","815","761","35,516,517,634","0.00","44,787,538",,,
1971,250300,제이에스피브이,"1,500","-40","-2.6","667","1,000,500","1,500","1,500","1,500","35,509,006,500","0.00","23,672,671",,,
1972,002420,세기상사,"87,000","-4,300","-4.7","4,082","362,005,300","90,000","91,400","86,500","35,460,504,000","0.00","407,592",,,
1973,080530,코디,"1,795","0","0.0","0","0","0","0","0","35,337,403,920","0.00","19,686,576",,,
1974,094860,코닉글로리,"741","6","0.8","297,759","218,669,878","737","758","715","35,310,918,942","0.00","47,653,062",,,
1975,100030,모바일리더,"10,700","-300","-2.7","22,171","236,511,950","10,900","10,900","10,500","35,135,739,800","0.00","3,283,714",,,
1976,002870,신풍제지,"1,005","-20","-2.0","339,194","341,211,229","1,010","1,030","990","35,133,493,500","0.00","34,958,700",,,
1977,052600,한네트,"3,035","-110","-3.5","71,129","215,045,320","3,000","3,120","2,990","35,095,829,500","0.00","11,563,700",,,
1978,08537M,루트로닉3우C,"22,500","-250","-1.1","1,667","37,432,700","22,300","23,000","21,750","35,085,825,000","0.00","1,559,370",,,
1979,229480,줌인터넷,"3,240","40","1.2","1,278","4,143,585","3,490","3,490","3,200","34,889,836,320","0.00","10,768,468",,,
1980,003720,삼영화학,"1,025","30","0.0","158,776","159,974,984","1,010","1,030","999","34,850,000,000","0.00","34,000,000",,,
1981,141070,맥스로텍,"1,400","-50","-3.4","282,805","400,786,890","1,415","1,470","1,400","34,813,039,800","0.00","24,866,457",,,
1982,115610,이미지스,"4,525","-270","-5.6","69,067","316,095,305","4,780","4,780","4,415","34,702,804,200","0.00","7,669,128",,,
1983,051380,피씨디렉트,"4,600","-30","-0.6","27,118","121,543,875","4,510","4,630","4,400","34,684,625,600","0.00","7,540,136",,,
1984,044990,에이치엔에스하이텍,"4,600","490","11.9","15","69,000","4,600","4,600","4,600","34,550,894,400","0.00","7,511,064",,,
1985,078350,한양디지텍,"3,450","-250","-6.8","36,756","130,240,380","3,700","3,700","3,440","34,500,000,000","0.00","10,000,000",,,
1986,023440,제일제강,"1,325","-35","-2.6","605,944","791,733,010","1,320","1,390","1,270","34,492,645,125","0.00","26,032,185",,,
1987,031820,콤텍시스템,"1,080","-35","-3.1","277,096","301,901,680","1,095","1,110","1,075","34,399,583,280","0.00","31,851,466",,,
1988,065440,이루온,"2,250","-100","-4.3","129,550","298,109,145","2,310","2,360","2,250","34,368,795,000","0.00","15,275,020",,,
1989,098120,마이크로컨텍솔,"4,100","-65","-1.6","131,627","539,248,750","4,065","4,150","4,045","34,082,340,600","0.00","8,312,766",,,
1990,032280,삼일,"2,090","-55","-2.6","44,816","95,049,090","2,125","2,145","2,090","33,886,403,100","0.00","16,213,590",,,
1991,200580,메디쎄이,"9,700","-100","-1.0","782","7,585,400","9,700","9,700","9,700","33,738,142,300","0.00","3,478,159",,,
1992,079170,한창산업,"6,430","-50","-0.8","27,630","176,503,140","6,410","6,590","6,210","33,436,000,000","0.00","5,200,000",,,
1993,005450,신한,"4,760","-180","-3.6","73,445","352,128,385","4,740","5,000","4,695","33,428,713,640","0.00","7,022,839",,,
1994,000950,전방,"19,800","-150","-0.8","822","16,261,100","19,800","20,150","19,600","33,264,000,000","0.00","1,680,000",,,
1995,122800,썬텍,"1,000","0","0.0","0","0","0","0","0","33,153,085,000","0.00","33,153,085",,,
1996,277880,티에스아이,"6,000","0","0.0","0","0","0","0","0","33,117,540,000","0.00","5,519,590",,,
1997,105330,케이엔더블유,"5,830","-100","-1.7","10,415","61,113,310","5,930","5,940","5,720","33,005,653,010","0.00","5,661,347",,,
1998,060380,동양에스텍,"3,300","-95","-2.8","42,150","139,247,705","3,365","3,375","3,215","33,000,000,000","0.00","10,000,000",,,
1999,015020,이스타코,"770","-37","-4.6","187,437","146,196,144","805","805","770","32,995,732,000","0.00","42,851,600",,,
2000,093380,풍강,"3,330","-120","-3.5","46,120","155,082,385","3,430","3,430","3,320","32,898,112,290","0.00","9,879,313",,,
2001,082660,삼우엠스,"815","-25","-3.0","758,644","622,706,498","833","840","810","32,874,303,735","0.00","40,336,569",,,
2002,091440,텔레필드,"4,310","-20","-0.5","122,585","525,984,800","4,300","4,495","4,120","32,844,105,020","0.00","7,620,442",,,
2003,067730,로지시스,"3,510","-145","-4.0","67,336","237,788,520","3,605","3,625","3,455","32,786,636,220","0.00","9,340,922",,,
2004,205290,케미메디,"4,365","-120","-2.7","7,259","30,357,480","4,400","4,500","4,050","32,751,302,130","0.00","7,503,162",,,
2005,002355,넥센타이어1우B,"5,030","-270","-5.1","20,930","106,580,000","5,270","5,270","5,000","32,695,000,000","0.00","6,500,000",,,
2006,058450,일야,"3,330","-300","-8.3","544,882","1,882,337,090","3,625","3,625","3,330","32,567,400,000","0.00","9,780,000",,,
2007,039740,한국정보공학,"4,055","-60","-1.5","38,751","157,669,510","4,120","4,160","4,015","32,514,599,835","0.00","8,018,397",,,
2008,003475,유안타증권우,"2,510","-155","-5.8","6,635","16,963,915","2,645","2,645","2,510","32,409,652,120","0.00","12,912,212",,,
2009,001465,BYC우,"150,000","-3,000","-2.0","162","24,537,000","152,000","152,500","147,000","32,307,750,000","0.00","215,385",,,
2010,032040,C&S자산관리,"4,375","0","0.0","0","0","0","0","0","32,149,836,250","0.00","7,348,534",,,
2011,044780,에이치케이,"1,740","-30","-1.7","197,367","347,228,805","1,740","1,805","1,725","32,113,069,380","0.00","18,455,787",,,
2012,099340,하나니켈1호,"1,410","-35","-2.4","149,030","210,853,270","1,425","1,445","1,375","32,086,242,000","0.00","22,756,200",,,
2013,010420,한솔PNS,"1,560","-50","-3.1","284,923","449,163,030","1,590","1,610","1,550","31,969,098,720","0.00","20,493,012",,,
2014,217190,제너셈,"3,635","-145","-3.8","104,714","388,906,620","3,750","3,850","3,580","31,875,947,490","0.00","8,769,174",,,
2015,058110,멕아이씨에스,"5,940","-330","-5.3","120,590","727,136,550","6,130","6,250","5,890","31,847,310,000","0.00","5,361,500",,,
2016,126340,비나텍,"9,360","-1,640","-14.9","6,941","64,968,360","9,360","9,410","9,360","31,523,328,720","0.00","3,367,877",,,
2017,230980,솔트웍스,"3,480","30","0.0","2,948,310","11,138,756,655","3,485","4,090","3,400","31,520,169,600","0.00","9,057,520",,,
2018,148780,비플라이소프트,"32,900","400","1.2","5,051","151,971,500","30,050","32,950","30,050","31,226,837,600","0.00","949,144",,,
2019,050760,에스폴리텍,"1,910","-80","-4.0","165,857","319,744,765","1,970","1,970","1,895","31,199,234,980","0.00","16,334,678",,,
2020,281310,바이오시네틱스,"12,000","0","0.0","0","0","0","0","0","30,960,000,000","0.00","2,580,000",,,
2021,172580,하이골드12호,"2,370","-15","-0.6","105,022","250,835,075","2,385","2,450","2,370","30,915,465,000","0.00","13,044,500",,,
2022,096350,대창솔루션,"1,695","-20","-1.2","138,725","233,306,145","1,715","1,760","1,650","30,849,000,000","0.00","18,200,000",,,
2023,178600,대동고려삼,"7,000","680","10.8","1","7,000","7,000","7,000","7,000","30,800,000,000","0.00","4,400,000",,,
2024,221610,한솔씨앤피,"7,700","-110","-1.4","8,328","64,150,930","7,720","7,940","7,660","30,751,282,100","0.00","3,993,673",,,
2025,140890,트러스제7호,"3,135","-40","-1.3","9,889","31,193,675","3,210","3,250","3,130","30,365,610,000","0.00","9,686,000",,,
2026,054300,팬스타엔터프라이즈,"735","-12","-1.6","207,702","151,703,363","735","742","720","30,226,833,105","0.00","41,124,943",,,
2027,051980,넥스트바이오홀딩스,"1,475","5","0.3","7,573,640","12,879,960,090","1,725","1,910","1,455","30,217,774,825","0.00","20,486,627",,,
2028,043360,디지아이,"3,350","-120","-3.5","27,871","93,191,460","3,390","3,445","3,310","30,150,000,000","0.00","9,000,000",,,
2029,080440,에스제이케이,"867","68","8.5","4,564,644","3,937,642,147","847","900","807","30,101,399,010","0.00","34,719,030",,,
2030,073540,에프알텍,"2,640","-110","-4.0","80,880","215,047,985","2,720","2,720","2,635","30,096,000,000","0.00","11,400,000",,,
2031,153460,네이블,"4,595","-205","-4.3","48,536","225,886,835","4,745","4,795","4,595","30,005,414,330","0.00","6,530,014",,,
2032,008800,행남자기,"263","21","8.7","61,401,545","17,333,309,272","278","312","250","29,945,982,150","0.00","113,863,050",,,
2033,051630,진양화학,"2,485","-20","-0.8","34,989","85,841,915","2,450","2,530","2,405","29,820,000,000","0.00","12,000,000",,,
2034,001420,태원물산,"3,910","30","0.0","82,116","315,810,015","3,810","3,955","3,760","29,716,000,000","0.00","7,600,000",,,
2035,043260,성호전자,"1,005","7","0.7","2,946,479","3,046,611,643","991","1,085","975","29,653,672,710","0.00","29,506,142",,,
2036,077280,한컴지엠디,"2,600","-115","-4.2","28,258","74,341,870","2,625","2,700","2,600","29,618,700,800","0.00","11,391,808",,,
2037,023790,동일철강,"4,000","-110","-2.7","13,405","53,944,635","4,110","4,120","3,980","29,380,340,000","0.00","7,345,085",,,
2038,045340,토탈소프트,"3,410","-125","-3.5","107,013","368,769,135","3,440","3,540","3,385","29,182,916,400","0.00","8,558,040",,,
